125,46.84,130,1,1,0
100,267.68,130,1,1,0
100,541.07,130,1,1,0
100,542.29,130,1,1,0
100,404.72,130,1,1,0
100,151.67,130,1,1,0
100,341.57,130,1,1,0
100,39.91,130,1,1,0
100,269.73,130,1,1,0
100,45.92,130,1,1,0
100,890.09,130,1,1,0
100,33.79,130,1,1,0
100,6.03,130,1,1,0
125,367.92,130,1,1,0
125,97.66,130,1,1,0
100,322.19,130,1,1,0
100,359.48,130,1,1,0
100,199.59,130,1,1,0
200,57.06,130,1,1,0
200,223.41,130,1,1,0
200,47.03,130,1,1,0
200,782.67,130,1,1,0
125,231.87,130,1,1,0
100,279.84,130,1,1,0
100,145.7,130,1,1,0
100,81.1,130,1,1,0
100,550.17,130,1,1,0
100,155.63,130,1,1,0
100,357.81,130,1,1,0
100,267.32,130,1,1,0
100,612.5,130,1,1,0
100,160.5,130,1,1,0
100,531.71,130,1,1,0
200,41.91,130,1,1,0
200,95.22,130,1,1,0
200,25.13,130,1,1,0
200,158.12,130,1,1,0
200,95.4,130,1,1,0
200,52.92,130,1,1,0
200,44.92,130,1,1,0
200,127.05,130,1,1,0
200,56.68,130,1,1,0
200,181.29,130,1,1,0
200,220.9,130,1,1,0
200,67.65,130,1,1,0
200,36.06,130,1,1,0
150,242.29,130,1,1,0
150,70.45,130,1,1,0
150,112.83,130,1,1,0
150,105.72,130,1,1,0
150,199.42,130,1,1,0
125,180.64,130,1,1,0
125,288.76,130,1,1,0
100,69.26,130,1,1,0
100,718.45,130,1,1,0
100,390.78,130,1,1,0
125,24,130,1,1,0
125,504.52,130,1,1,0
150,41.78,130,1,1,0
150,367.93,130,1,1,0
150,101.86,130,1,1,0
150,125.36,130,1,1,0
150,699.76,130,1,1,0
200,448.05,130,1,1,0
200,114.29,130,1,1,0
200,197.3,130,1,1,0
200,235.98,130,1,1,0
200,224.87,130,1,1,0
125,176.73,130,1,1,0
100,76.44,130,1,1,0
100,356.94,130,1,1,0
100,443.79,130,1,1,0
100,20.55,130,1,1,0
100,113.33,130,1,1,0
100,25.96,130,1,1,0
100,145.04,130,1,1,0
100,55.24,130,1,1,0
100,208.22,130,1,1,0
100,190.43,130,1,1,0
100,70.98,130,1,1,0
100,52.04,130,1,1,0
100,34.03,130,1,1,0
100,79.47,130,1,1,0
100,277.99,130,1,1,0
100,86.03,130,1,1,0
100,296.25,130,1,1,0
100,111.3,130,1,1,0
100,123.37,130,1,1,0
100,196.27,130,1,1,0
100,198.46,130,1,1,0
100,75.62,130,1,1,0
100,110.14,130,1,1,0
100,423.57,130,1,1,0
100,116.57,130,1,1,0
100,100.61,130,1,1,0
100,164.84,130,1,1,0
100,47.49,130,1,1,0
100,87.54,130,1,1,0
150,189.27,130,1,1,0
150,244.8,130,1,1,0
150,293.47,130,1,1,0
150,308.64,130,1,1,0
150,566.57,130,1,1,0
100,95.14,130,1,1,0
100,248.55,130,1,1,0
100,187.78,130,1,1,0
125,357.67,130,1,1,0
100,700.57,130,1,1,0
100,404.46,130,1,1,0
125,160.86,130,1,1,0
125,557.42,130,1,1,0
150,127.02,130,1,1,0
150,46.66,130,1,1,0
150,674.32,130,1,1,0
125,50.76,130,1,1,0
100,138.54,130,1,1,0
100,199.33,130,1,1,0
100,231.12,130,1,1,0
100,187.06,130,1,1,0
100,240.64,130,1,1,0
125,173.44,130,1,1,0
100,23.58,130,1,1,0
125,526.74,130,1,1,0
100,500.72,130,1,1,0
100,15.29,130,1,1,0
125,265.92,130,1,1,0
125,355.51,130,1,1,0
125,189.78,130,1,1,0
125,28.18,130,1,1,0
125,129.34,130,1,1,0
125,361.24,130,1,1,0
150,223.52,130,1,1,0
150,185.17,130,1,1,0
150,154.95,130,1,1,0
200,34.71,130,1,1,0
150,31.14,130,1,1,0
200,42.52,130,1,1,0
200,356.45,130,1,1,0
200,128.82,130,1,1,0
200,140.66,130,1,1,0
200,113.32,130,1,1,0
150,555.23,130,1,1,0
150,272.68,130,1,1,0
100,315.88,130,1,1,0
100,284.93,130,1,1,0
125,97.93,130,1,1,0
100,262.94,130,1,1,0
100,635.82,130,1,1,0
150,415.73,130,1,1,0
150,122.6,130,1,1,0
100,29.56,130,1,1,0
100,33.8,130,1,1,0
100,377.12,130,1,1,0
150,629.17,130,1,1,0
200,133.28,130,1,1,0
200,348.05,130,1,1,0
300,292.89,130,1,1,0
300,488.99,130,1,1,0
100,289.88,130,1,1,0
100,486.72,130,1,1,0
200,260.92,130,1,1,0
200,163.58,130,1,1,0
200,424.07,130,1,1,0
200,173.66,130,1,1,0
150,99.55,130,1,1,0
150,307.92,130,1,1,0
100,283.84,130,1,1,0
125,141.49,130,1,1,0
125,58.27,130,1,1,0
150,79.59,130,1,1,0
150,39.41,130,1,1,0
150,126.25,130,1,1,0
