1.6501e+06,4.9446e+06,39.49
1.6503e+06,4.9446e+06,39.62
1.6506e+06,4.9451e+06,38.7
1.6508e+06,4.9456e+06,37.25
1.651e+06,4.9459e+06,36.27
1.6512e+06,4.9464e+06,35.95
1.6512e+06,4.9464e+06,35.95
1.651e+06,4.9465e+06,36.09
1.6508e+06,4.946e+06,36.18
1.6506e+06,4.9457e+06,37
1.6501e+06,4.9459e+06,36.5
1.6499e+06,4.9454e+06,37.39
1.65e+06,4.9453e+06,38.07
1.6498e+06,4.9454e+06,37.02
1.6499e+06,4.945e+06,41.26
1.6501e+06,4.9447e+06,39.35
1.6501e+06,4.9447e+06,39.53
1.6499e+06,4.9461e+06,36.59
1.6501e+06,4.9465e+06,36.76
1.65e+06,4.9467e+06,37.72
1.6501e+06,4.947e+06,37.31
1.6504e+06,4.9468e+06,37.62
1.6507e+06,4.9467e+06,36.99
1.6514e+06,4.9467e+06,35.2
1.6519e+06,4.9468e+06,35.11
1.6522e+06,4.9466e+06,34.65
1.6522e+06,4.9467e+06,34.33
1.6517e+06,4.9461e+06,36.15
1.6521e+06,4.9459e+06,36.3
1.6522e+06,4.9458e+06,36.1
1.6523e+06,4.9458e+06,36.14
1.6521e+06,4.946e+06,35.8
1.6527e+06,4.9462e+06,33.26
1.6532e+06,4.9462e+06,33.34
1.6532e+06,4.9461e+06,33.51
1.6525e+06,4.9471e+06,32.7
1.653e+06,4.9469e+06,32.65
1.653e+06,4.9476e+06,32.56
1.653e+06,4.948e+06,33.56
1.6535e+06,4.9476e+06,31.59
1.654e+06,4.9473e+06,31.38
1.6537e+06,4.9469e+06,32.67
1.6534e+06,4.9465e+06,33.5
1.6533e+06,4.9464e+06,33.57
1.6534e+06,4.9463e+06,33.77
1.6536e+06,4.9463e+06,34.14
1.6533e+06,4.9462e+06,33.68
1.6533e+06,4.9462e+06,33.71
1.6543e+06,4.9471e+06,31.68
1.6539e+06,4.9463e+06,33.34
1.6541e+06,4.9464e+06,32.83
1.6542e+06,4.9464e+06,32.78
1.6512e+06,4.9446e+06,39.28
1.651e+06,4.9454e+06,37.12
1.6512e+06,4.9453e+06,36.48
1.6515e+06,4.945e+06,36.42
1.6516e+06,4.9448e+06,36.13
1.6517e+06,4.9449e+06,36.05
1.6522e+06,4.9451e+06,36.77
1.6519e+06,4.9444e+06,35.48
1.6522e+06,4.9446e+06,35.05
1.6525e+06,4.9445e+06,35.1
1.6512e+06,4.9444e+06,37.95
1.6511e+06,4.9441e+06,38.44
1.6512e+06,4.9441e+06,37.81
1.6512e+06,4.9439e+06,38.22
1.6511e+06,4.9438e+06,38.73
1.651e+06,4.9437e+06,38.95
1.6509e+06,4.9437e+06,39.7
1.6507e+06,4.9438e+06,40.59
1.6506e+06,4.9437e+06,40.81
1.6505e+06,4.9438e+06,41.06
1.6505e+06,4.9437e+06,41.45
1.6503e+06,4.9438e+06,41.83
1.6503e+06,4.9439e+06,41.44
1.6501e+06,4.944e+06,41.09
1.6501e+06,4.9443e+06,40.74
1.6513e+06,4.9436e+06,38.6
1.652e+06,4.9435e+06,36.91
1.6523e+06,4.944e+06,36.75
1.6523e+06,4.9439e+06,36.81
1.6522e+06,4.9437e+06,37.05
1.6524e+06,4.9442e+06,35.88
1.6526e+06,4.9441e+06,36.45
1.6528e+06,4.9442e+06,36.16
1.6525e+06,4.9448e+06,34.99
1.6528e+06,4.9445e+06,35.61
1.6526e+06,4.9449e+06,34.89
1.6532e+06,4.9447e+06,35.59
1.6532e+06,4.9449e+06,35.7
1.6534e+06,4.9452e+06,35.2
1.6533e+06,4.9445e+06,35.64
1.6534e+06,4.9444e+06,35.93
1.6529e+06,4.9436e+06,37.64
1.6529e+06,4.9433e+06,37.17
1.6529e+06,4.9433e+06,37.1
1.6532e+06,4.9431e+06,36.97
1.6533e+06,4.943e+06,37
1.653e+06,4.9437e+06,36.74
1.6526e+06,4.9454e+06,34.78
1.6527e+06,4.9456e+06,34.26
1.653e+06,4.9454e+06,33.66
1.6531e+06,4.9456e+06,33.78
1.6532e+06,4.9457e+06,33.75
1.653e+06,4.9458e+06,33.38
1.6532e+06,4.9452e+06,34.85
1.6536e+06,4.9459e+06,34.27
1.6537e+06,4.9459e+06,34.3
1.6538e+06,4.9458e+06,33.95
1.6539e+06,4.9458e+06,33.92
1.6541e+06,4.9456e+06,32.32
1.6537e+06,4.945e+06,34.76
1.6539e+06,4.9449e+06,34.21
1.6536e+06,4.9446e+06,34.92
1.654e+06,4.9452e+06,32.96
1.6548e+06,4.9469e+06,30.69
1.6551e+06,4.9468e+06,30.59
1.655e+06,4.9467e+06,30.73
1.655e+06,4.9467e+06,30.7
1.6548e+06,4.9467e+06,31.02
1.6552e+06,4.9463e+06,31.03
1.6546e+06,4.9455e+06,31.75
1.6549e+06,4.9453e+06,32
1.6555e+06,4.945e+06,32.05
1.6555e+06,4.9448e+06,32.1
1.6546e+06,4.9445e+06,33.76
1.6547e+06,4.9448e+06,32.27
1.6551e+06,4.9448e+06,31.86
1.6554e+06,4.9446e+06,32.42
1.6552e+06,4.9442e+06,33
1.655e+06,4.9438e+06,33.63
1.6536e+06,4.9438e+06,36.37
1.6537e+06,4.9441e+06,35.69
1.654e+06,4.9438e+06,35.52
1.6546e+06,4.9433e+06,35.56
1.6544e+06,4.9428e+06,35.92
1.6548e+06,4.9431e+06,35.37
1.6535e+06,4.9451e+06,35.06
1.6528e+06,4.9455e+06,34.12
1.6501e+06,4.9447e+06,39.35
1.6501e+06,4.9447e+06,39.1
1.6504e+06,4.9446e+06,39.84
1.6504e+06,4.9446e+06,39.84
1.6504e+06,4.9446e+06,39.45
1.6504e+06,4.9446e+06,39.7
1.6513e+06,4.9444e+06,37.95
1.6513e+06,4.9444e+06,37.61
1.6512e+06,4.9444e+06,37.95
1.6516e+06,4.9442e+06,35.69
1.6516e+06,4.9443e+06,35.32
1.652e+06,4.9443e+06,35.81
1.6522e+06,4.9443e+06,35.81
1.6525e+06,4.9442e+06,36.02
1.6513e+06,4.9437e+06,38.25
1.6524e+06,4.9434e+06,37.5
1.6524e+06,4.9434e+06,37.54
1.6532e+06,4.943e+06,37.08
1.654e+06,4.943e+06,36.76
1.6545e+06,4.9429e+06,35.88
1.6546e+06,4.943e+06,35.77
1.6548e+06,4.9434e+06,34.7
1.6541e+06,4.9437e+06,35.37
1.6543e+06,4.9435e+06,34.99
1.6539e+06,4.9436e+06,35.93
1.6539e+06,4.9436e+06,36.27
1.6553e+06,4.9444e+06,32.67
1.6553e+06,4.9444e+06,32.75
1.6552e+06,4.9443e+06,32.88
1.6544e+06,4.9446e+06,34.09
1.6531e+06,4.9444e+06,36.09
1.653e+06,4.9444e+06,36.05
1.6531e+06,4.9442e+06,36.04
1.6531e+06,4.9442e+06,36.02
1.655e+06,4.9452e+06,31.76
1.655e+06,4.9453e+06,31.91
1.6555e+06,4.9454e+06,31.8
1.6557e+06,4.9457e+06,31.48
1.6556e+06,4.9459e+06,31.12
1.6555e+06,4.9461e+06,31.1
1.6557e+06,4.9458e+06,31.19
1.655e+06,4.9469e+06,30.39
1.6548e+06,4.9469e+06,30.55
1.6545e+06,4.947e+06,31.13
1.6541e+06,4.9471e+06,31.81
1.6543e+06,4.9468e+06,32.34
1.6542e+06,4.9465e+06,32.83
1.6534e+06,4.9463e+06,33.69
1.654e+06,4.9462e+06,33.17
1.6531e+06,4.946e+06,33.23
1.653e+06,4.9459e+06,33.34
1.6529e+06,4.9458e+06,33.77
1.6529e+06,4.9458e+06,33.77
1.6526e+06,4.9471e+06,32.2
1.6523e+06,4.9466e+06,34.41
1.6527e+06,4.9463e+06,33.39
1.652e+06,4.9467e+06,34.34
1.6524e+06,4.9457e+06,35.03
1.6527e+06,4.9454e+06,34.44
1.6526e+06,4.9454e+06,34.53
1.6525e+06,4.9453e+06,34.94
1.6527e+06,4.9453e+06,34.7
1.6522e+06,4.9457e+06,36.7
1.6522e+06,4.9454e+06,36.2
1.6525e+06,4.9452e+06,35.03
1.6522e+06,4.9451e+06,36.77
1.6511e+06,4.946e+06,36.2
1.6505e+06,4.9467e+06,37.88
1.6505e+06,4.9468e+06,38.03
1.6501e+06,4.9465e+06,36.86
1.6499e+06,4.9466e+06,37.24
1.6499e+06,4.946e+06,36.66
1.65e+06,4.946e+06,36.49
1.6496e+06,4.9451e+06,37.3
1.6502e+06,4.9448e+06,40.3
1.6499e+06,4.9444e+06,39.85
1.6502e+06,4.9443e+06,41
1.6503e+06,4.9439e+06,41.16
1.6524e+06,4.9446e+06,35.05
1.6529e+06,4.9454e+06,33.92
1.6542e+06,4.9456e+06,32.14
1.6527e+06,4.9456e+06,34.17
1.6548e+06,4.9434e+06,35.1
1.6552e+06,4.9451e+06,31.55
1.6553e+06,4.945e+06,31.75
1.6555e+06,4.945e+06,32.07
1.6555e+06,4.9453e+06,31.94
1.6555e+06,4.9455e+06,31.66
1.6553e+06,4.9462e+06,31.04
1.6553e+06,4.9462e+06,31.05
1.6511e+06,4.9448e+06,38.49
1.6513e+06,4.9465e+06,35.68
1.6516e+06,4.9468e+06,35.39
1.6526e+06,4.9451e+06,34.89
1.6535e+06,4.9454e+06,34.86
1.6536e+06,4.9454e+06,34.99
1.6541e+06,4.9455e+06,32.54
1.6534e+06,4.9455e+06,34.41
1.6535e+06,4.9443e+06,36.16
1.6539e+06,4.9439e+06,35.3
1.6545e+06,4.9435e+06,35.17
1.6552e+06,4.9443e+06,32.92
1.6552e+06,4.9442e+06,33.07
1.6549e+06,4.9448e+06,31.91
1.6549e+06,4.9448e+06,32
1.6555e+06,4.9449e+06,32.05
1.6555e+06,4.9449e+06,32.05
1.6547e+06,4.9469e+06,30.7
1.6537e+06,4.9474e+06,31.33
1.6521e+06,4.9458e+06,36.3
1.6523e+06,4.9457e+06,35.83
1.6515e+06,4.9448e+06,36.95
1.6508e+06,4.9449e+06,38.01
1.65e+06,4.9465e+06,36.65
1.653e+06,4.9436e+06,36.91
1.6534e+06,4.9436e+06,36.77
1.6545e+06,4.9466e+06,31.5
1.6511e+06,4.9444e+06,38.65
1.6501e+06,4.9446e+06,39.54
1.65e+06,4.9446e+06,39.58
1.65e+06,4.9445e+06,39.58
1.65e+06,4.9444e+06,40.55
1.6501e+06,4.9443e+06,40.79
1.6502e+06,4.9442e+06,40.95
1.65e+06,4.9468e+06,37.76
1.6523e+06,4.9458e+06,35.96
1.6524e+06,4.944e+06,36.81
1.6527e+06,4.9442e+06,36.21
1.6535e+06,4.9444e+06,35.61
1.6543e+06,4.9463e+06,72
1.6501e+06,4.9465e+06,73.8
1.6502e+06,4.9444e+06,73
1.6544e+06,4.9425e+06,74.5
